sentence,label,author,tok_lem_sentence,word_count
"Well, I said, no eyes are required in order to see how the one passes into the other.",2,Plato,"['well', 'said', 'eye', 'required', 'order', 'see', 'one', 'pass']",17
"The men, without any circumstance of duty or good manners, in a pert, shrill, undismayed accent, said that they brought an answer from the godly city of Gloucester; and extremely ready were they, according to the historian, to give insolent and seditious replies to any question; as if their business were chiefly, by provoking the king, to make him violate his own safe-conduct.",1,Hume,"['men', 'without', 'circumstance', 'duty', 'good', 'manner', 'pert', 'shrill', 'undismayed', 'accent', 'said', 'brought', 'answer', 'godly', 'city', 'gloucester', 'tremely', 'ready', 'according', 'historian', 'give', 'insolent', 'seditious', 'reply', 'question', 'business', 'chiefly', 'provoking', 'king', 'make', 'violate', 'safe', 'conduct']",62
"xi., Bohns Translation.... In engaging in war we ought to make it appear that we have no other view but peace. op.",0,Kant,"['bohns', 'translation', 'engaging', 'war', 'ought', 'make', 'appear', 'view', 'peace', 'op']",21
"We have never seen an animal with a solid hoof with two horns, and there are only a few that have a solid hoof and one horn, as the Indian ass, and the oryx.",3,Aristotle,"['never', 'seen', 'animal', 'solid', 'hoof', 'two', 'horn', 'solid', 'hoof', 'one', 'horn', 'indian', 'as', 'ory']",33
"It is certain that the treasurer, in giving instructions to an ambassador, had exceeded the bounds of his office; and as the genius of a monarchy, strictly limited, requires, that the proper minister should be answerable for every abuse of power, the commons, though they here advanced a new pretension, might justify themselves by the utility, and even necessity of it.",1,Hume,"['certain', 'treasurer', 'giving', 'instruction', 'ambassador', 'ceeded', 'bound', 'office', 'genius', 'monarchy', 'strictly', 'limited', 'requires', 'proper', 'minister', 'answerable', 'every', 'abuse', 'power', 'common', 'though', 'advanced', 'new', 'pretension', 'might', 'justify', 'utility', 'even', 'necessity']",60
"In viviparous animals with feet, it is turned to the formation of hair and bulk of body, or of urine; for in almost all animals this secretion is thick and abundant.",3,Aristotle,"['viviparous', 'animal', 'foot', 'turned', 'formation', 'hair', 'bulk', 'body', 'urine', 'almost', 'animal', 'secretion', 'thick', 'abundant']",30
"In this enlarged signification, then, shall I employ the word absolute, in opposition to that which is valid only in some particular respect; for the latter is restricted by conditions, the former is valid without any restriction whatever.",0,Kant,"['enlarged', 'signification', 'shall', 'employ', 'word', 'absolute', 'opposition', 'valid', 'particular', 'respect', 'latter', 'restricted', 'condition', 'former', 'valid', 'without', 'restriction', 'whatever']",37
"But their courage failed them on the first shock: they fled with precipitation: the counts of Eu and Tancarville were taken prisoners: the victors entered the city along with the vanquished, and a furious massacre commenced, without distinction of age, sex, or condition.",1,Hume,"['courage', 'failed', 'first', 'shock', 'fled', 'precipitation', 'count', 'eu', 'tancarville', 'taken', 'prisoner', 'victor', 'entered', 'city', 'along', 'vanquished', 'furious', 'massacre', 'commenced', 'without', 'distinction', 'age', 'se', 'condition']",42
"I shall analyse these conceptions only so far as is necessary for the doctrine of method, which is to form a part of this critique.",0,Kant,"['shall', 'analyse', 'conception', 'far', 'necessary', 'doctrine', 'method', 'form', 'part', 'critique']",24
": To the greatest, Socrates, and the best of human things.",2,Plato,"['greatest', 'socrates', 'best', 'human', 'thing']",10
"Many of those with divided feet live near waters and marshes, as the anthus in the neighbourhood of rivers.",3,Aristotle,"['many', 'divided', 'foot', 'live', 'near', 'water', 'marsh', 'anthus', 'neighbourhood', 'river']",18
"We may also suppose with some shew of probability, A , A , A .",1,Hume,"['may', 'also', 'suppose', 'shew', 'probability']",14
"Several Lutheran divines, who had reputation in those days, Bucer, Peter Martyr, and others, were induced to take shelter in England, from the persecutions which the emperor exercised in Germany; and they received protection and encouragement.",1,Hume,"['several', 'lutheran', 'divine', 'reputation', 'day', 'bucer', 'peter', 'martyr', 'others', 'induced', 'take', 'shelter', 'england', 'persecution', 'emperor', 'ercised', 'germany', 'received', 'protection', 'encouragement']",35
"In how little time, therefore, must this bring back the money which we had lost, and raise us to the level of all the neighbouring nations?",1,Hume,"['little', 'time', 'therefore', 'must', 'bring', 'back', 'money', 'lost', 'raise', 'u', 'level', 'neighbouring', 'nation']",25
"In that case the pleasure is the consequence of the principle, but cannot be compared with the pleasure in taste, because it requires a definite concept of a law; and the latter pleasure, on the contrary, must be bound up with the mere act of judging, prior to all concepts.",0,Kant,"['case', 'pleasure', 'consequence', 'principle', 'compared', 'pleasure', 'taste', 'requires', 'definite', 'concept', 'law', 'latter', 'pleasure', 'contrary', 'must', 'bound', 'mere', 'act', 'judging', 'prior', 'concept']",49
" As a slave is a particular species of property, let us by all means inquire into the nature of property in general, and the acquisition of money, according to the manner we have proposed.",3,Aristotle,"['slave', 'particular', 'specie', 'property', 'let', 'u', 'mean', 'inquire', 'nature', 'property', 'general', 'acquisition', 'money', 'according', 'manner', 'proposed']",34
Let us see if it is possible to refuse to believe in them.,4,Nietzsche,"['let', 'u', 'see', 'possible', 'refuse', 'believe']",12
"Nay, nay, I cannot die!",4,Nietzsche,"['nay', 'nay', 'die']",4
Neither can it touch others.,2,Plato,"['neither', 'touch', 'others']",4
": If a man has both of them in his thoughts, he cannot think that the one of them is the other?",2,Plato,"['man', 'thought', 'think', 'one']",21
"The only commercial state which ought to dread the improvements and industry of their neighbours is such a one as Holland, which enjoying no extent of land, nor possessing any native commodity, flourishes only by being the brokers, and factors, and carriers of others.",1,Hume,"['commercial', 'state', 'ought', 'dread', 'improvement', 'industry', 'neighbour', 'one', 'holland', 'enjoying', 'tent', 'land', 'possessing', 'native', 'commodity', 'flourish', 'broker', 'factor', 'carrier', 'others']",43
"He then rose from his knees, and insisted with Fairfax, that this event was a miraculous and providential answer which Heaven had sent to their devout supplications.",1,Hume,"['rose', 'knee', 'insisted', 'fairfa', 'event', 'miraculous', 'providential', 'answer', 'heaven', 'sent', 'devout', 'supplication']",26
"The black substance is joined above to the origin of the teeth, this black substance is bitter and not eatable; in many animals there is either this substance or its analogue, for it is found in tortoises, toads, frogs, turbinated shells, and in the malacia; these parts differ in colour, but are entirely or nearly uneatable.",3,Aristotle,"['black', 'substance', 'joined', 'origin', 'teeth', 'black', 'substance', 'bitter', 'eatable', 'many', 'animal', 'either', 'substance', 'analogue', 'found', 'tortoise', 'toad', 'frog', 'turbinated', 'shell', 'malacia', 'part', 'differ', 'colour', 'entirely', 'nearly', 'uneatable']",55
"If, on the contrary, the consent of the annuitants be requisite for every taxation, they will never be persuaded to contribute sufficiently even to the support of government, as the diminution of their revenue must in that case be very sensible, would not be disguised under the appearance of a branch of excise or customs, and would not be shared by any other order of the state, who are already supposed to be taxed to the utmost.",1,Hume,"['contrary', 'consent', 'annuitant', 'requisite', 'every', 'ta', 'ation', 'never', 'persuaded', 'contribute', 'sufficiently', 'even', 'support', 'government', 'diminution', 'revenue', 'must', 'case', 'sensible', 'would', 'disguised', 'appearance', 'branch', 'cise', 'custom', 'would', 'shared', 'order', 'state', 'already', 'supposed', 'ta', 'ed', 'utmost']",76
"But besides that this supply was much inferior to the occasion, the king was obliged earnestly to solicit the commons, before he could obtain it; and, in order to convince the house of its absolute necessity, he desired them to examine strictly into all his receipts and disbursements.",1,Hume,"['besides', 'supply', 'much', 'inferior', 'occasion', 'king', 'obliged', 'earnestly', 'solicit', 'common', 'could', 'obtain', 'order', 'convince', 'house', 'absolute', 'necessity', 'desired', 'amine', 'strictly', 'receipt', 'disbursement']",47
"The first step in regard to the subjects of pure reason, and which marks the infancy of that faculty, is that of dogmatism.",0,Kant,"['first', 'step', 'regard', 'subject', 'pure', 'reason', 'mark', 'infancy', 'faculty', 'dogmatism']",22
"Such a people may naturally apprehend that as soon as the neighbouring states come to know and pursue their interest, they will take into their own hands the management of their affairs, and deprive their brokers of that profit which they formerly reaped from it.",1,Hume,"['people', 'may', 'naturally', 'apprehend', 'soon', 'neighbouring', 'state', 'come', 'know', 'pursue', 'interest', 'take', 'hand', 'management', 'affair', 'deprive', 'broker', 'profit', 'formerly', 'reaped']",44
"Hence a continual jealousy between these parts of the legislature: hence the inclination mutually to take advantage of each others necessities: hence the impossibility, under which the king lay, of finding ministers who could at once be serviceable and faithful to him.",1,Hume,"['hence', 'continual', 'jealousy', 'part', 'legislature', 'hence', 'inclination', 'mutually', 'take', 'advantage', 'others', 'necessity', 'hence', 'impossibility', 'king', 'lay', 'finding', 'minister', 'could', 'serviceable', 'faithful']",41
"And thus the most abstract speculations concerning human nature, however cold and unentertaining, become subservient to practical morality; and may render this latter science more correct in its precepts, and more persuasive in its exhortations.",1,Hume,"['thus', 'abstract', 'speculation', 'concerning', 'human', 'nature', 'however', 'cold', 'unentertaining', 'become', 'subservient', 'practical', 'morality', 'may', 'render', 'latter', 'science', 'correct', 'precept', 'persuasive', 'hortations']",34
"The earl of Northumberland adhered to the present government: the earl of Westmoreland, in spite of his connections with the duke of York, and with the family of Nevil, of which he was the head, was brought over to the same party; and the whole north of England, the most warlike part of the kingdom, was, by means of these two potent noblemen, warmly engaged in the interests of Lancaster.",1,Hume,"['earl', 'northumberland', 'adhered', 'present', 'government', 'earl', 'westmoreland', 'spite', 'connection', 'duke', 'york', 'family', 'nevil', 'head', 'brought', 'party', 'whole', 'north', 'england', 'warlike', 'part', 'kingdom', 'mean', 'two', 'potent', 'nobleman', 'warmly', 'engaged', 'interest', 'lancaster']",69
And I ought to tell you why I am of opinion that this art cannot be taught or communicated by man to man.,2,Plato,"['ought', 'tell', 'opinion', 'art', 'taught', 'communicated', 'man', 'man']",22
"The habits of order and obedience which the barons had been taught, during the long reign of Edward, still influenced them; and the authority of the kings three uncles, the dukes of Lancaster, York, and Glocester, sufficed to repress, for a time, the turbulent spirit to which that order, in a weak reign, was so often subject.",1,Hume,"['habit', 'order', 'obedience', 'baron', 'taught', 'long', 'reign', 'edward', 'still', 'influenced', 'authority', 'king', 'three', 'uncle', 'duke', 'lancaster', 'york', 'glocester', 'sufficed', 'repress', 'time', 'turbulent', 'spirit', 'order', 'weak', 'reign', 'often', 'subject']",56
Men of convictions are prisoners.,4,Nietzsche,"['men', 'conviction', 'prisoner']",4
"As the Papists were the chief objects of public detestation, the rumor which threw the guilt on them was more favorably received by the people.",1,Hume,"['papist', 'chief', 'object', 'public', 'detestation', 'rumor', 'threw', 'guilt', 'favorably', 'received', 'people']",24
"If we were not distrustful even of the clearest abstract theorems, if we were not allured by specious and inviting prospects to escape from the constraining power of their evidence, we might spare ourselves the laborious examination of all the dialectical arguments which a transcendent reason adduces in support of its pretensions; for we should know with the most complete certainty that, however honest such professions might be, they are null and valueless, because they relate to a kind of knowledge to which no man can by any possibility attain.",0,Kant,"['distrustful', 'even', 'clearest', 'abstract', 'theorem', 'allured', 'specious', 'inviting', 'prospect', 'escape', 'constraining', 'power', 'evidence', 'might', 'spare', 'laborious', 'amination', 'dialectical', 'argument', 'transcendent', 'reason', 'adduces', 'support', 'pretension', 'know', 'complete', 'certainty', 'however', 'honest', 'profession', 'might', 'null', 'valueless', 'relate', 'kind', 'knowledge', 'man', 'possibility', 'attain']",89
"O ye higher men, distress was it that the old soothsayer foretold to me yester-morn,-- --Unto your distress did he want to seduce and tempt me: O Zarathustra, said he to me, I come to seduce thee to thy last sin. To my last sin? cried Zarathustra, and laughed angrily at his own words: hath been reserved for me as my last sin? --And once more Zarathustra became absorbed in himself, and sat down again on the big stone and meditated.",4,Nietzsche,"['ye', 'higher', 'men', 'distress', 'old', 'soothsayer', 'foretold', 'yester', 'morn', 'unto', 'distress', 'want', 'seduce', 'tempt', 'zarathustra', 'said', 'come', 'seduce', 'thee', 'thy', 'last', 'sin', 'last', 'sin', 'cried', 'zarathustra', 'laughed', 'angrily', 'word', 'hath', 'reserved', 'last', 'sin', 'zarathustra', 'became', 'absorbed', 'sat', 'big', 'stone', 'meditated']",80
"To this however the many cannot attain; and they blame the strong man because they are ashamed of their own weakness, which they desire to conceal, and hence they say that intemperance is base.",2,Plato,"['however', 'many', 'attain', 'blame', 'strong', 'man', 'ashamed', 'weakness', 'desire', 'conceal', 'hence', 'say', 'intemperance', 'base']",33
"Then let us now proceed to marriage, and teach persons in what way they shall beget children, threatening them, if they disobey, with the terrors of the law.",2,Plato,"['let', 'u', 'proceed', 'marriage', 'teach', 'person', 'way', 'shall', 'beget', 'child', 'threatening', 'disobey', 'terror', 'law']",27
"While he spoke perpetually of pardoning all rebels, they talked of nothing but the punishment of delinquents and malignants: while he offered a toleration and indulgence to tender consciences, they threatened the utter extirpation of prelacy: to his professions of lenity they opposed declarations of rigor; and the more the ancient tenor of the laws inculcated a respectful subordination to the crown, the more careful were they, by their lofty pretensions, to cover that defect under which they labored.",1,Hume,"['spoke', 'perpetually', 'pardoning', 'rebel', 'talked', 'nothing', 'punishment', 'delinquent', 'malignants', 'offered', 'toleration', 'indulgence', 'tender', 'conscience', 'threatened', 'utter', 'tirpation', 'prelacy', 'profession', 'lenity', 'opposed', 'declaration', 'rigor', 'ancient', 'tenor', 'law', 'inculcated', 'respectful', 'subordination', 'crown', 'careful', 'lofty', 'pretension', 'cover', 'defect', 'labored']",78
": I do not think, Hermogenes, that there is any great difficulty about them--edone is e onesis, the action which tends to advantage; and the original form may be supposed to have been eone, but this has been altered by the insertion of the delta.",2,Plato,"['think', 'hermogenes', 'great', 'difficulty', 'edone', 'onesis', 'action', 'tends', 'advantage', 'original', 'form', 'may', 'supposed', 'eone', 'altered', 'insertion', 'delta']",44
"Dublin was threatened with a siege; and the affairs of the lieutenant appeared in so prosperous a condition, that the young king entertained thoughts of coming in person into Ireland.",1,Hume,"['dublin', 'threatened', 'siege', 'affair', 'lieutenant', 'appeared', 'prosperous', 'condition', 'young', 'king', 'entertained', 'thought', 'coming', 'person', 'ireland']",29
"After this misfortune, John made no further efforts for the relief of Chteau Gaillard: and Philip had all the leisure requisite for conducting and finishing the siege.",1,Hume,"['misfortune', 'john', 'made', 'effort', 'relief', 'chteau', 'gaillard', 'philip', 'leisure', 'requisite', 'conducting', 'finishing', 'siege']",26
"Besides, all such modes of presenting reasons were distrusted.",4,Nietzsche,"['besides', 'mode', 'presenting', 'reason', 'distrusted']",8
"His instinct gives the highest honours to an ethic of self-effacement; he is prompted to embrace it by everything: his prudence, his experience, his vanity.",4,Nietzsche,"['instinct', 'give', 'highest', 'honour', 'ethic', 'self', 'effacement', 'prompted', 'embrace', 'everything', 'prudence', 'perience', 'vanity']",24
"I am sensible, that of all the paradoxes, which I, have had, or shall hereafter have occasion to advance in the course of this treatise, the present one is the most violent, and that it is merely by dint of solid proof and reasoning I can ever hope it will have admission, and overcome the inveterate prejudices of mankind.",1,Hume,"['sensible', 'parado', 'e', 'shall', 'hereafter', 'occasion', 'advance', 'course', 'treatise', 'present', 'one', 'violent', 'merely', 'dint', 'solid', 'proof', 'reasoning', 'ever', 'hope', 'admission', 'overcome', 'inveterate', 'prejudice', 'mankind']",58
"Impose not, my lords, difficulties insurmountable upon ministers of state, nor disable them from serving with cheerfulness their king and country.",1,Hume,"['impose', 'lord', 'difficulty', 'insurmountable', 'upon', 'minister', 'state', 'disable', 'serving', 'cheerfulness', 'king', 'country']",20
"This is the second part of our argument; and if it can be made evident, we may conclude, that morality is not an object of reason.",1,Hume,"['second', 'part', 'argument', 'made', 'evident', 'may', 'conclude', 'morality', 'object', 'reason']",25
"Having found that the opinion of the continued existence of body depends on the, and of certain impressions, I now proceed to examine after what manner these qualities give rise to so extraordinary an opinion.",1,Hume,"['found', 'opinion', 'continued', 'istence', 'body', 'depends', 'certain', 'impression', 'proceed', 'amine', 'manner', 'quality', 'give', 'rise', 'traordinary', 'opinion']",34
" See note L, at the end of the volume.",1,Hume,"['see', 'note', 'end', 'volume']",9
"My own case of the internal sign is hardly worth mentioning, for rarely, if ever, has such a monitor been given to any other man.",2,Plato,"['case', 'internal', 'sign', 'hardly', 'worth', 'mentioning', 'rarely', 'ever', 'monitor', 'given', 'man']",24
The parliament had never before been in a more liberal humor; and never surely was it less merited by the counsels of the king and of his ministers.,1,Hume,"['parliament', 'never', 'liberal', 'humor', 'never', 'surely', 'le', 'merited', 'counsel', 'king', 'minister']",27
"Sir Matthew Hale has remarked the sudden improvement of English law during this reign; and ventures to assert, that till his own time it had never received any considerable increase.",1,Hume,"['sir', 'matthew', 'hale', 'remarked', 'sudden', 'improvement', 'english', 'law', 'reign', 'venture', 'assert', 'till', 'time', 'never', 'received', 'considerable', 'increase']",29
"Not terrified with the danger which he had incurred, he still continued to promulgate his tenets; and having heard Dr. Taylor afterwards bishop of Lincoln, defend in a sermon the corporal presence, he could not forbear expressing to Taylor his dissent from that doctrine; and he drew up his objections under ten several heads.",1,Hume,"['terrified', 'danger', 'incurred', 'still', 'continued', 'promulgate', 'tenet', 'heard', 'dr', 'taylor', 'afterwards', 'bishop', 'lincoln', 'defend', 'sermon', 'corporal', 'presence', 'could', 'forbear', 'pressing', 'taylor', 'dissent', 'doctrine', 'drew', 'objection', 'ten', 'several', 'head']",53
"It must, however, be confessed, that they carried their monarchical principles further even in practice, but more so in theory, than was in any degree consistent with a limited government.",1,Hume,"['must', 'however', 'confessed', 'carried', 'monarchical', 'principle', 'even', 'practice', 'theory', 'degree', 'consistent', 'limited', 'government']",29
"The persons employed were the earl of Rutland, Sir William Armyne, Sir Henry Vane the younger, Thomas Hatcher, and Henry Dailey, attended by Marshall and Nye, two clergymen of signal authority.",1,Hume,"['person', 'employed', 'earl', 'rutland', 'sir', 'william', 'armyne', 'sir', 'henry', 'vane', 'younger', 'thomas', 'hatcher', 'henry', 'dailey', 'attended', 'marshall', 'nye', 'two', 'clergyman', 'signal', 'authority']",30
But then he notices that man is also bored.,4,Nietzsche,"['notice', 'man', 'also', 'bored']",8
"A miracle may be accurately defined, a transgression of a law of nature by a particular volition of the Deity, or by the interposition of some invisible agent.",1,Hume,"['miracle', 'may', 'accurately', 'defined', 'transgression', 'law', 'nature', 'particular', 'volition', 'deity', 'interposition', 'invisible', 'agent']",27
"Then the one which is other than others, and the other which is other than the one, in that the word other is applied to both, will be in the same condition; and that which is in the same condition is like?",2,Plato,"['one', 'others', 'one', 'word', 'applied', 'condition', 'condition', 'like']",41
"The great and almost unlimited power of the king over the latter, enabled him to throw the heavier part of the burden on them; and the prejudices which he seems always to have entertained against the church, on account of the former zeal of the clergy for the Mountfort faction, made him resolve to load them with still more considerable impositions, and he required of them a fifth of their movables.",1,Hume,"['great', 'almost', 'unlimited', 'power', 'king', 'latter', 'enabled', 'throw', 'heavier', 'part', 'burden', 'prejudice', 'seems', 'always', 'entertained', 'church', 'account', 'former', 'zeal', 'clergy', 'mountfort', 'faction', 'made', 'resolve', 'load', 'still', 'considerable', 'imposition', 'required', 'fifth', 'movable']",70
they cannot be because the contrary of bad is good.,3,Aristotle,"['contrary', 'bad', 'good']",9
"Again, this art only reached its highest point, both at Athens and at Rome, at a time when the state was hastening to its ruin and true patriotic sentiment had disappeared.",0,Kant,"['art', 'reached', 'highest', 'point', 'athens', 'rome', 'time', 'state', 'hastening', 'ruin', 'true', 'patriotic', 'sentiment', 'disappeared']",30
Reflect: our principle is that the good man will not consider death terrible to any other good man who is his comrade.,2,Plato,"['reflect', 'principle', 'good', 'man', 'consider', 'death', 'terrible', 'good', 'man', 'comrade']",21
"And there is of course no reason why the reader should not be hilarious.--A certain greatness is requisite, both in order to be sublime and to have reverence for the sublime.",4,Nietzsche,"['course', 'reason', 'reader', 'hilarious', 'certain', 'greatness', 'requisite', 'order', 'sublime', 'reverence', 'sublime']",30
p. 387 The circumstances attending the invasions of the Danes would also serve much to increase the power of the principal nobility.,1,Hume,"['circumstance', 'attending', 'invasion', 'dane', 'would', 'also', 'serve', 'much', 'increase', 'power', 'principal', 'nobility']",21
"He fails to see that his spirit has a different taste and inclination, and prefers to sit quietly in the corners of ruined houses:concealed in this way, concealed even from himself, he there paints his proper masterpieces, all of which are very short, often only one bar in length,there only does he become quite good, great, and perfect, perhaps there only.But he does not know it!",4,Nietzsche,"['fails', 'see', 'spirit', 'different', 'taste', 'inclination', 'prefers', 'sit', 'quietly', 'corner', 'ruined', 'house', 'concealed', 'way', 'concealed', 'even', 'paint', 'proper', 'masterpiece', 'short', 'often', 'one', 'bar', 'length', 'become', 'quite', 'good', 'great', 'perfect', 'perhaps', 'know']",65
"It will be clear enough then that in his ordinary dealings which give him a reputation for honesty he coerces his bad passions by an enforced virtue; not making them see that they are wrong, or taming them by reason, but by necessity and fear constraining them, and because he trembles for his possessions.",2,Plato,"['clear', 'enough', 'ordinary', 'dealing', 'give', 'reputation', 'honesty', 'coerces', 'bad', 'passion', 'enforced', 'virtue', 'making', 'see', 'wrong', 'taming', 'reason', 'necessity', 'fear', 'constraining', 'tremble', 'possession']",53
"There is a battle and they gain the day, and then modesty, which they call silliness, is ignominiously thrust into exile by them, and temperance, which they nickname unmanliness, is trampled in the mire and cast forth; they persuade men that moderation and orderly expenditure are vulgarity and meanness, and so, by the help of a rabble of evil appetites, they drive them beyond the border.",2,Plato,"['battle', 'gain', 'day', 'modesty', 'call', 'silliness', 'ignominiously', 'thrust', 'ile', 'temperance', 'nickname', 'unmanliness', 'trampled', 'mire', 'cast', 'forth', 'persuade', 'men', 'moderation', 'orderly', 'penditure', 'vulgarity', 'meanness', 'help', 'rabble', 'evil', 'appetite', 'drive', 'beyond', 'border']",65
"The capacity for receiving representations through the mode in which we are affected by objects, objects, is called sensibility.",0,Kant,"['capacity', 'receiving', 'representation', 'mode', 'affected', 'object', 'object', 'called', 'sensibility']",18
"And just as a tyranny of truth and science would be in a position to raise the value of falsehood, a tyranny of prudence could force into prominence a new species of nobleness.",4,Nietzsche,"['tyranny', 'truth', 'science', 'would', 'position', 'raise', 'value', 'falsehood', 'tyranny', 'prudence', 'could', 'force', 'prominence', 'new', 'specie', 'nobleness']",32
"Or is there anything more, my dear Timaeus, which has been omitted?",2,Plato,"['anything', 'dear', 'timaeus', 'omitted']",11
" But beside these original causes of pride and humility, there is a secondary one in the opinions of others, which has an equal influence on the affections.",1,Hume,"['beside', 'original', 'cause', 'pride', 'humility', 'secondary', 'one', 'opinion', 'others', 'equal', 'influence', 'affection']",27
"But now, since these notions are your own, you must find some other gibe, for they certainly, as you yourself allow, show an inclination to be on the move.",2,Plato,"['since', 'notion', 'must', 'find', 'gibe', 'certainly', 'allow', 'show', 'inclination', 'move']",28
"Not at all, he replied.",2,Plato,['replied'],4
Thou liest in the grass.,4,Nietzsche,"['thou', 'liest', 'grass']",4
"Bills of exchange and promissory notes, by the laws of most countries, prescribe sooner than bonds, and mortgages, and contracts of a more formal nature.",1,Hume,"['bill', 'change', 'promissory', 'note', 'law', 'country', 'prescribe', 'sooner', 'bond', 'mortgage', 'contract', 'formal', 'nature']",24
This incident laid the foundation of animosities which proved fatal to their enterprise.,1,Hume,"['incident', 'laid', 'foundation', 'animosity', 'proved', 'fatal', 'enterprise']",12
"They voted, that, till the exclusion bill were passed, they could not, consistent with the trust reposed in them, grant the king any manner of supply.",1,Hume,"['voted', 'till', 'clusion', 'bill', 'passed', 'could', 'consistent', 'trust', 'reposed', 'grant', 'king', 'manner', 'supply']",25
"All birds with webbed feet live near the sea, or near rivers and ponds, for their nature teaches them to seek what is advantageous for them.",3,Aristotle,"['bird', 'webbed', 'foot', 'live', 'near', 'sea', 'near', 'river', 'pond', 'nature', 'teach', 'seek', 'advantageous']",25
"If it is answered: For the animal kingdom, which is thereby nourished and has thus been able to spread over the earth in genera so various, then the further question comes: What are these plant-devouring animals for?",0,Kant,"['answered', 'animal', 'kingdom', 'thereby', 'nourished', 'thus', 'able', 'spread', 'earth', 'genus', 'various', 'question', 'come', 'plant', 'devouring', 'animal']",36
And the general system of politics in Europe was become more enlarged and comprehensive.,1,Hume,"['general', 'system', 'politics', 'europe', 'become', 'enlarged', 'comprehensive']",13
"Any great elevation of place communicates a kind of pride or sublimity of imagination, and gives a fancyed superiority over those that lie below; and, vice versa, a sublime and strong imagination conveys the idea of ascent and elevation.",1,Hume,"['great', 'elevation', 'place', 'communicates', 'kind', 'pride', 'sublimity', 'imagination', 'give', 'fancyed', 'superiority', 'lie', 'vice', 'versa', 'sublime', 'strong', 'imagination', 'conveys', 'idea', 'ascent', 'elevation']",38
"For all men in all things serve him of their own free will, and where there is voluntary agreement, there, as the laws which are the lords of the city say, is justice.",2,Plato,"['men', 'thing', 'serve', 'free', 'voluntary', 'agreement', 'law', 'lord', 'city', 'say', 'justice']",32
"By the example that nature gives us in its organic products we are justified, nay called upon, to expect of it and of its laws nothing that is not purposive on the whole.",0,Kant,"['ample', 'nature', 'give', 'u', 'organic', 'product', 'justified', 'nay', 'called', 'upon', 'pect', 'law', 'nothing', 'purposive', 'whole']",32
"For to know this is true wisdom and virtue, and ignorance of this is manifest folly and vice.",2,Plato,"['know', 'true', 'wisdom', 'virtue', 'ignorance', 'manifest', 'folly', 'vice']",17
"What I reproach the pitiful with is, that they are too ready to forget shame, reverence, and the delicacy of feeling which knows how to keep at a distance; they do not remember that this gushing pity stinks of the mob, and that it is next of kin to bad manners--that pitiful hands may be thrust with results fatally destructive into a great destiny, into a lonely and wounded retirement, and into the privileges with which great guilt endows one.",4,Nietzsche,"['reproach', 'pitiful', 'ready', 'forget', 'shame', 'reverence', 'delicacy', 'feeling', 'know', 'keep', 'distance', 'remember', 'gushing', 'pity', 'stink', 'mob', 'ne', 'kin', 'bad', 'manner', 'pitiful', 'hand', 'may', 'thrust', 'result', 'fatally', 'destructive', 'great', 'destiny', 'lonely', 'wounded', 'retirement', 'privilege', 'great', 'guilt', 'endows', 'one']",79
It may be fairly presumed that Aristotle would not thus have varied his phrase without some real difference of meaning.,3,Aristotle,"['may', 'fairly', 'presumed', 'aristotle', 'would', 'thus', 'varied', 'phrase', 'without', 'real', 'difference', 'meaning']",19
"If Homer had said, The priest came, having his daughters ransom in his hands, supplicating the Achaeans, and above all the kings; and then if, instead of speaking in the person of Chryses, he had continued in his own person, the words would have been, not imitation, but simple narration.",2,Plato,"['homer', 'said', 'priest', 'came', 'daughter', 'ransom', 'hand', 'supplicating', 'achaean', 'king', 'instead', 'speaking', 'person', 'chryses', 'continued', 'person', 'word', 'would', 'imitation', 'simple', 'narration']",49
"A familiar acquaintance with the precious remains of antiquity excited in every generous breast a passion for a limited constitution, and begat an emulation of those manly virtues which the Greek and Roman authors, by such animating examples, as well as pathetic expressions, recommend to us.",1,Hume,"['familiar', 'acquaintance', 'precious', 'remains', 'antiquity', 'cited', 'every', 'generous', 'breast', 'passion', 'limited', 'constitution', 'begat', 'emulation', 'manly', 'virtue', 'greek', 'roman', 'author', 'animating', 'amples', 'well', 'pathetic', 'pressions', 'recommend', 'u']",45
"And not all, perhaps, might I pour into thy rigorous ear!",4,Nietzsche,"['perhaps', 'might', 'pour', 'thy', 'rigorous', 'ear']",10
"For instance, two spherical triangles on opposite hemispheres, which have an arc of the equator as their common base, may be quite equal, both as regards sides and angles, so that nothing is to be found in either, if it be described for itself alone and completed, that would not equally be applicable to both; and yet the one cannot be put in the place of the other.",0,Kant,"['instance', 'two', 'spherical', 'triangle', 'opposite', 'hemisphere', 'arc', 'equator', 'common', 'base', 'may', 'quite', 'equal', 'regard', 'side', 'angle', 'nothing', 'found', 'either', 'described', 'alone', 'completed', 'would', 'equally', 'applicable', 'yet', 'one', 'put', 'place']",67
"He who obeys the law will never know the fatal consequences of disobedience, but he who despises the law shall be liable to a double penalty, the first coming from the Gods, and the second from the law.",2,Plato,"['obeys', 'law', 'never', 'know', 'fatal', 'consequence', 'disobedience', 'despises', 'law', 'shall', 'liable', 'double', 'penalty', 'first', 'coming', 'god', 'second', 'law']",37
So too when Self-Interest is the object of Practical Wisdom.,3,Aristotle,"['self', 'interest', 'object', 'practical', 'wisdom']",9
